idx,text,main_heading,heading,topic,paper_idx,BIO,BIO_1,BIO_2,offset1,pro1,offset2,pro2,offset3,pro3,mask,bi_labels,labels
132,We crop or pad the input sequence to a fixed length .,Experiments,The word embeddings are fixed during training .,question-answering,7,"['O', 'B', 'I', 'I', 'O', 'B', 'I', 'B', 'O', 'B', 'I', 'O']","['O', 'B-p', 'I-p', 'I-p', 'O', 'B-n', 'I-n', 'B-p', 'O', 'B-n', 'I-n', 'O']","['O', 'B-p', 'I-p', 'I-p', 'O', 'B-b', 'I-b', 'B-p', 'O', 'B-ob', 'I-ob', 'O']",9,0.06428571428571428,131,0.4763636363636364,9,0.8181818181818182,1,1,experimental-setup
133,A padding vector was inserted when padding .,Experiments,,question-answering,7,,,,10,0.07142857142857142,132,0.48,10,0.9090909090909091,1,0,
134,The models were regularized by using dropouts and an l 2 weight decay .,Experiments,A padding vector was inserted when padding .,question-answering,7,"['O', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'B', 'I', 'I', 'I', 'O']","['O', 'O', 'O', 'B-p', 'I-p', 'O', 'B-n', 'O', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'O']","['O', 'O', 'O', 'B-p', 'I-p', 'O', 'B-ob', 'O', 'O', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'O']",11,0.07857142857142857,133,0.48363636363636364,11,1.0,1,1,experimental-setup
135,Natural Language Inference,Experiments,A padding vector was inserted when padding .,question-answering,7,"['B', 'I', 'I']","['B-p', 'I-p', 'I-p']","['B-p', 'I-p', 'I-p']",12,0.08571428571428572,134,0.48727272727272725,0,0.0,1,1,tasks
136,The natural language inference is one of the main tasks in language understanding .,Experiments,A padding vector was inserted when padding .,question-answering,7,,,,13,0.09285714285714286,135,0.4909090909090909,1,0.038461538461538464,1,0,
137,This task tests the ability of a model to reason about the semantic relationship between two sentences .,Experiments,A padding vector was inserted when padding .,question-answering,7,,,,14,0.1,136,0.49454545454545457,2,0.07692307692307693,1,0,
138,"In order to perform well on the task , NSE should be able to capture sentence semantics and be able to reason the relation between a sentence pair , i.e. , whether a premise - hypothesis pair is entailing , contradictory or neutral .",Experiments,A padding vector was inserted when padding .,question-answering,7,,,,15,0.10714285714285714,137,0.49818181818181817,3,0.11538461538461539,1,0,
139,"We conducted experiments on the Stanford Natural Language Inference ( SNLI ) dataset , which consists of 549,367/9,842/9,824 premise-hypothesis pairs for train / dev / test sets and target label indicating their relation .",Experiments,A padding vector was inserted when padding .,question-answering,7,,,,16,0.11428571428571428,138,0.5018181818181818,4,0.15384615384615385,1,0,
140,"Following the setting in the NSE output for each sentence was the input to a MLP , where the input layer computes the concatenation [ h pl ; h h l ] , absolute difference hp l ?",Experiments,A padding vector was inserted when padding .,question-answering,7,,,,17,0.12142857142857143,139,0.5054545454545455,5,0.19230769230769232,1,0,
141,h h land elementwise product hp l h h l of the two sentence representations .,Experiments,A padding vector was inserted when padding .,question-answering,7,,,,18,0.12857142857142856,140,0.509090909090909,6,0.23076923076923078,1,0,
142,"In addition , the MLP has a hidden layer with 1024 units with ReLU activation and a sof tmax layer .",Experiments,A padding vector was inserted when padding .,question-answering,7,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'B', 'B', 'I', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'I', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-p', 'I-p', 'B-p', 'B-n', 'I-n', 'O', 'B-n', 'I-n', 'O', 'O', 'B-n', 'I-n', 'I-n', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-p', 'I-p', 'B-p', 'B-b', 'I-b', 'O', 'B-ob', 'I-ob', 'O', 'O', 'B-ob', 'I-ob', 'I-ob', 'O']",19,0.1357142857142857,141,0.5127272727272727,7,0.2692307692307692,1,1,tasks
143,"We set the batch size to 128 , the initial learning rate to 3e - 4 and l 2 regularizer strength to 3 e - 5 , and train each model for 40 epochs .",Experiments,A padding vector was inserted when padding .,question-answering,7,"['O', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'I', 'I', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'O']","['O', 'O', 'O', 'B-p', 'I-p', 'O', 'B-n', 'O', 'O', 'B-p', 'I-p', 'I-p', 'O', 'B-n', 'I-n', 'I-n', 'O', 'B-p', 'I-p', 'I-p', 'I-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'B-p', 'O', 'O', 'O', 'B-n', 'I-n', 'O']","['O', 'O', 'O', 'B-p', 'I-p', 'O', 'B-ob', 'O', 'O', 'B-p', 'I-p', 'I-p', 'O', 'B-ob', 'I-ob', 'I-ob', 'O', 'B-p', 'I-p', 'I-p', 'I-p', 'O', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'O', 'O', 'B-p', 'O', 'O', 'O', 'B-ob', 'I-ob', 'O']",20,0.14285714285714285,142,0.5163636363636364,8,0.3076923076923077,1,1,tasks
144,The write / read neural nets and the last linear layer were regularized by using 30 % dropouts .,Experiments,A padding vector was inserted when padding .,question-answering,7,,,,21,0.15,143,0.52,9,0.34615384615384615,1,0,
145,We evaluated three different variations of NSE show in .,Experiments,A padding vector was inserted when padding .,question-answering,7,,,,22,0.15714285714285714,144,0.5236363636363637,10,0.38461538461538464,1,0,
146,The NSE model encodes each sentence simultaneously by using a separate memory for each sentence .,Experiments,A padding vector was inserted when padding .,question-answering,7,,,,23,0.16428571428571428,145,0.5272727272727272,11,0.4230769230769231,1,0,
147,The second model - MMA - NSE first encodes the premise and then the hypothesis sentence by sharing the premise encoded memory in addition to the hypothesis memory .,Experiments,A padding vector was inserted when padding .,question-answering,7,,,,24,0.17142857142857143,146,0.5309090909090909,12,0.46153846153846156,1,0,
148,"For the third model , we use inter-sentence attention which selectively reconstructs the premise representation .",Experiments,A padding vector was inserted when padding .,question-answering,7,,,,25,0.17857142857142858,147,0.5345454545454545,13,0.5,1,0,
149,shows the results of our models along with the results of published methods for the task .,Experiments,A padding vector was inserted when padding .,question-answering,7,,,,26,0.18571428571428572,148,0.5381818181818182,14,0.5384615384615384,1,0,
150,The classifier with handcrafted features extracts a set of lexical features .,Experiments,A padding vector was inserted when padding .,question-answering,7,,,,27,0.19285714285714287,149,0.5418181818181819,15,0.5769230769230769,1,0,
151,The next group of models are based on sentence encoding .,Experiments,A padding vector was inserted when padding .,question-answering,7,,,,28,0.2,150,0.5454545454545454,16,0.6153846153846154,1,0,
152,"While most of the sentence encoder models rely solely on word embeddings , the dependency tree CNN and the SPINN - PI models make use of sentence parser output .",Experiments,A padding vector was inserted when padding .,question-answering,7,,,,29,0.20714285714285716,151,0.5490909090909091,17,0.6538461538461539,1,0,
153,The SPINN - PI model is similar to NSE in spirit that it also explicitly computes word composition .,Experiments,A padding vector was inserted when padding .,question-answering,7,,,,30,0.21428571428571427,152,0.5527272727272727,18,0.6923076923076923,1,0,
154,"However , the composition in the SPINN - PI is guided by supervisions from a dependency parser .",Experiments,A padding vector was inserted when padding .,question-answering,7,,,,31,0.22142857142857142,153,0.5563636363636364,19,0.7307692307692307,1,0,
155,NSE outperformed the previous sentence encoders on this task .,Experiments,A padding vector was inserted when padding .,question-answering,7,,,,32,0.22857142857142856,154,0.56,20,0.7692307692307693,1,0,
156,"The MMA - SNE further slightly improved the result , indicating that reading the premise memory is helpful while encoding the hypothesis .",Experiments,A padding vector was inserted when padding .,question-answering,7,,,,33,0.2357142857142857,155,0.5636363636363636,21,0.8076923076923077,1,0,
157,The last set of methods designs inter-sentence relation with parameterized soft attention .,Experiments,A padding vector was inserted when padding .,question-answering,7,,,,34,0.24285714285714285,156,0.5672727272727273,22,0.8461538461538461,1,0,
158,Our MMA - NSE attention model is similar to the LSTM attention model .,Experiments,A padding vector was inserted when padding .,question-answering,7,"['O', 'B', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'B-b', 'I-b', 'I-b', 'I-b', 'I-b', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",35,0.25,157,0.5709090909090909,23,0.8846153846153846,1,1,tasks
159,"Particularly , it attends over the premise encoder outputs {h p } T t= 1 in respect to the final hypothesis representation h h land constructs an attentively blended vector of the premise .",Experiments,A padding vector was inserted when padding .,question-answering,7,,,,36,0.2571428571428571,158,0.5745454545454546,24,0.9230769230769231,1,0,
160,This model obtained 85.4 % accuracy score .,Experiments,,question-answering,7,"['O', 'O', 'B', 'B', 'I', 'I', 'I', 'O']","['O', 'O', 'B-p', 'B-n', 'I-n', 'I-n', 'I-n', 'O']","['O', 'O', 'B-p', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'O']",37,0.2642857142857143,159,0.5781818181818181,25,0.9615384615384616,1,1,tasks
161,The best performing model for this task performs tree matching with attention mechanism and LSTM .,Experiments,This model obtained 85.4 % accuracy score .,question-answering,7,,,,38,0.2714285714285714,160,0.5818181818181818,26,1.0,1,0,
162,Answer Sentence Selection,Experiments,This model obtained 85.4 % accuracy score .,question-answering,7,"['B', 'I', 'I']","['B-p', 'I-p', 'I-p']","['B-p', 'I-p', 'I-p']",39,0.2785714285714286,161,0.5854545454545454,0,0.0,1,1,tasks
163,Answer sentence selection is an integral part of the open - domain question answering .,Experiments,This model obtained 85.4 % accuracy score .,question-answering,7,,,,40,0.2857142857142857,162,0.5890909090909091,1,0.043478260869565216,1,0,
164,"For this task , a model is trained to identify the correct sentences that answer a factual question , from a set of candidate sentences .",Experiments,This model obtained 85.4 % accuracy score .,question-answering,7,,,,41,0.29285714285714287,163,0.5927272727272728,2,0.08695652173913043,1,0,
165,We experiment on WikiQA dataset constructed from Wikipedia .,Experiments,,question-answering,7,,,,42,0.3,164,0.5963636363636363,3,0.13043478260869565,1,0,
166,"The dataset contains 20,360/2,733/6,165 QA pairs for train / dev / test sets .",Experiments,We experiment on WikiQA dataset constructed from Wikipedia .,question-answering,7,,,,43,0.30714285714285716,165,0.6,4,0.17391304347826086,1,0,
167,"The MLP setup used in the language inference task is kept same , except that we now replace the sof tmax layer with a sigmoid layer and model the following conditional probability distribution .",Experiments,We experiment on WikiQA dataset constructed from Wikipedia .,question-answering,7,,,,44,0.3142857142857143,166,0.6036363636363636,5,0.21739130434782608,1,0,
168,where h q land ha l are the question and the answer encoded vectors and o QA denotes the output of the hidden layer of the MLP .,Experiments,We experiment on WikiQA dataset constructed from Wikipedia .,question-answering,7,,,,45,0.32142857142857145,167,0.6072727272727273,6,0.2608695652173913,1,0,
169,We trained the MMA - NSE attention model to minimize the sigmoid cross entropy loss .,Experiments,We experiment on WikiQA dataset constructed from Wikipedia .,question-answering,7,,,,46,0.32857142857142857,168,0.610909090909091,7,0.30434782608695654,1,0,
170,MMA - NSE first encodes the answers and then the questions by accessing its own and the answer encoding memories .,Experiments,We experiment on WikiQA dataset constructed from Wikipedia .,question-answering,7,,,,47,0.3357142857142857,169,0.6145454545454545,8,0.34782608695652173,1,0,
171,"In our preliminary experiment , we found that the multiple memory access and the attention over answer encoder outputs {h a } T t= 1 are crucial to this problem .",Experiments,We experiment on WikiQA dataset constructed from Wikipedia .,question-answering,7,,,,48,0.34285714285714286,170,0.6181818181818182,9,0.391304347826087,1,0,
172,"Following previous work , we adopt MAP and MRR as the evaluation metrics for this task .",Experiments,We experiment on WikiQA dataset constructed from Wikipedia .,question-answering,7,,,,49,0.35,171,0.6218181818181818,10,0.43478260869565216,1,0,
173,"We set the batch size to 4 and the initial learning rate to 1 e - 5 , and train the model for 10 epochs .",Experiments,We experiment on WikiQA dataset constructed from Wikipedia .,question-answering,7,"['O', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'B', 'I', 'I', 'I', 'B', 'I', 'O']","['O', 'O', 'O', 'B-p', 'I-p', 'O', 'B-n', 'O', 'O', 'B-p', 'I-p', 'I-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'B-p', 'I-p', 'I-p', 'I-p', 'B-n', 'I-n', 'O']","['O', 'O', 'O', 'B-p', 'I-p', 'O', 'B-ob', 'O', 'O', 'B-p', 'I-p', 'I-p', 'O', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'O', 'O', 'B-p', 'I-p', 'I-p', 'I-p', 'B-ob', 'I-ob', 'O']",50,0.35714285714285715,172,0.6254545454545455,11,0.4782608695652174,1,1,tasks
174,We used 40 % dropouts afterword embeddings and no l 2 weight decay .,Experiments,We experiment on WikiQA dataset constructed from Wikipedia .,question-answering,7,"['O', 'B', 'B', 'I', 'I', 'B', 'B', 'O', 'B', 'B', 'I', 'I', 'I', 'O']","['O', 'B-p', 'B-n', 'I-n', 'I-n', 'B-p', 'B-n', 'O', 'B-p', 'B-n', 'I-n', 'I-n', 'I-n', 'O']","['O', 'B-p', 'B-b', 'I-b', 'I-b', 'B-p', 'B-ob', 'O', 'B-p', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'O']",51,0.36428571428571427,173,0.6290909090909091,12,0.5217391304347826,1,1,tasks
175,The word embeddings are pre-trained 300 - D Glove 840B vectors .,Experiments,We experiment on WikiQA dataset constructed from Wikipedia .,question-answering,7,"['O', 'B', 'I', 'B', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'O']","['O', 'B-n', 'I-n', 'B-p', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O']","['O', 'B-b', 'I-b', 'B-p', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'O']",52,0.37142857142857144,174,0.6327272727272727,13,0.5652173913043478,1,1,tasks
176,"For this task , a linear mapping layer transforms the 300 - D word embeddings to the 512- D LSTM inputs .",Experiments,We experiment on WikiQA dataset constructed from Wikipedia .,question-answering,7,"['O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'B', 'O', 'B', 'I', 'I', 'I', 'I', 'B', 'O', 'B', 'I', 'I', 'I', 'O']","['O', 'O', 'O', 'O', 'O', 'B-n', 'I-n', 'I-n', 'B-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'B-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'O']","['O', 'O', 'O', 'O', 'O', 'B-b', 'I-b', 'I-b', 'B-p', 'O', 'B-b', 'I-b', 'I-b', 'I-b', 'I-b', 'B-p', 'O', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'O']",53,0.37857142857142856,175,0.6363636363636364,14,0.6086956521739131,1,1,tasks
177,presents the results of our model and the previous models for the task .,Experiments,We experiment on WikiQA dataset constructed from Wikipedia .,question-answering,7,,,,54,0.38571428571428573,176,0.64,15,0.6521739130434783,1,0,
178,The classifier with handcrafted features is a SVM model trained with a set of features .,Experiments,We experiment on WikiQA dataset constructed from Wikipedia .,question-answering,7,,,,55,0.39285714285714285,177,0.6436363636363637,16,0.6956521739130435,1,0,
179,The Bigram - CNN model is a simple convolutional neural net .,Experiments,We experiment on WikiQA dataset constructed from Wikipedia .,question-answering,7,,,,56,0.4,178,0.6472727272727272,17,0.7391304347826086,1,0,
180,"While the LSTM and LSTM attention models outperform the previous best result by nearly 5 - 6 % by implementing deep LSTM with three hidden layers , NASM improves it further and sets a strong baseline by combining variational auto - encoder with the soft attention .",Experiments,We experiment on WikiQA dataset constructed from Wikipedia .,question-answering,7,,,,57,0.40714285714285714,179,0.6509090909090909,18,0.782608695652174,1,0,
181,Our MMA - NSE attention model exceeds the NASM by approximately 1 % on MAP and 0.8 % on MRR for this task .,Experiments,We experiment on WikiQA dataset constructed from Wikipedia .,question-answering,7,"['O', 'B', 'I', 'I', 'I', 'I', 'B', 'O', 'B', 'B', 'I', 'B', 'I', 'B', 'B', 'O', 'B', 'I', 'B', 'B', 'O', 'O', 'O', 'O']",,,58,0.4142857142857143,180,0.6545454545454545,19,0.8260869565217391,1,1,tasks
182,We used trec_eval script to calculate the evaluation metrics 7 Inclusion of simple word count feature improves the performance by around 0.15 - 0.3 across the board Model MAP MRR Classifier with features 0.5993 0.6068 Paragraph Vector 0.5110 0.5160,Experiments,We experiment on WikiQA dataset constructed from Wikipedia .,question-answering,7,,,,59,0.42142857142857143,181,0.6581818181818182,20,0.8695652173913043,1,0,
183,Bigram- CNN 0.6190 0.6281 3 - layer LSTM 0.6552 0.6747 3 - layer LSTM attention 0.6639 0.6828 NASM 0.6705 0.6914 MMA - NSE attention 0.6811 0.6993 88.1 47.4 DRNN 86.6 49.8 2 - layer LSTM 86.3 46.0 Bi-LSTM 87.5 49.1 CT- LSTM 88.0 51.0 DMN 88.6 52.1 NSE 89.7 52.8 : Test accuracy for sentence classification .,Experiments,We experiment on WikiQA dataset constructed from Wikipedia .,question-answering,7,,,,60,0.42857142857142855,182,0.6618181818181819,21,0.9130434782608695,1,0,
184,Bin :,Experiments,We experiment on WikiQA dataset constructed from Wikipedia .,question-answering,7,,,,61,0.4357142857142857,183,0.6654545454545454,22,0.9565217391304348,1,0,
185,"Binary , FG : fine - grained 5 classes .",Experiments,We experiment on WikiQA dataset constructed from Wikipedia .,question-answering,7,,,,62,0.44285714285714284,184,0.6690909090909091,23,1.0,1,0,
186,Sentence Classification,Experiments,,question-answering,7,"['B', 'I']","['B-p', 'I-p']","['B-p', 'I-p']",63,0.45,185,0.6727272727272727,0,0.0,1,1,tasks
187,We evaluated NSE on the Stanford Sentiment Treebank ( SST ) .,Experiments,Sentence Classification,question-answering,7,,,,64,0.45714285714285713,186,0.6763636363636364,1,0.07692307692307693,1,0,
188,This dataset comes with standard train / dev / test sets and two subtasks : binary sentence classification or fine - grained classification of five classes .,Experiments,Sentence Classification,question-answering,7,,,,65,0.4642857142857143,187,0.68,2,0.15384615384615385,1,0,
189,We trained our model on the text spans corresponding to labeled phrases in the training set and evaluated the model on the full sentences .,Experiments,Sentence Classification,question-answering,7,,,,66,0.4714285714285714,188,0.6836363636363636,3,0.23076923076923078,1,0,
190,The sentence representations were passed to a two - layer MLP for classification .,Experiments,Sentence Classification,question-answering,7,,,,67,0.4785714285714286,189,0.6872727272727273,4,0.3076923076923077,1,0,
191,The first layer of the MLP has ReLU activation and 1024 or 300 units for binary or fine - grained setting .,Experiments,Sentence Classification,question-answering,7,"['O', 'B', 'I', 'I', 'I', 'I', 'O', 'B', 'I', 'O', 'B', 'I', 'I', 'I', 'B', 'B', 'I', 'I', 'I', 'I', 'I', 'O']","['O', 'B-p', 'I-p', 'I-p', 'I-p', 'I-p', 'O', 'B-n', 'I-n', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'B-p', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O']","['O', 'B-p', 'I-p', 'I-p', 'I-p', 'I-p', 'O', 'B-ob', 'I-ob', 'O', 'B-b', 'I-b', 'I-b', 'I-b', 'B-p', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'O']",68,0.4857142857142857,190,0.6909090909090909,5,0.38461538461538464,1,1,tasks
192,The second layer is a sof tmax layer .,Experiments,,question-answering,7,"['O', 'B', 'I', 'O', 'O', 'B', 'I', 'I', 'O']","['O', 'B-p', 'I-p', 'O', 'O', 'B-n', 'I-n', 'I-n', 'O']","['O', 'B-p', 'I-p', 'O', 'O', 'B-ob', 'I-ob', 'I-ob', 'O']",69,0.4928571428571429,191,0.6945454545454546,6,0.46153846153846156,1,1,tasks
193,The read / write modules are two one - layer LSTM with 300 hidden units and the word embeddings are the pre-trained 300 - D Glove 840B vectors .,Experiments,The second layer is a sof tmax layer .,question-answering,7,"['O', 'B', 'I', 'I', 'I', 'O', 'B', 'I', 'I', 'I', 'I', 'B', 'B', 'I', 'I', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'O']","['O', 'B-p', 'I-p', 'I-p', 'I-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'B-p', 'B-n', 'I-n', 'I-n', 'O', 'O', 'B-p', 'I-p', 'O', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O']","['O', 'B-p', 'I-p', 'I-p', 'I-p', 'O', 'B-b', 'I-b', 'I-b', 'I-b', 'I-b', 'B-p', 'B-ob', 'I-ob', 'I-ob', 'O', 'O', 'B-p', 'I-p', 'O', 'O', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'O']",70,0.5,192,0.6981818181818182,7,0.5384615384615384,1,1,tasks
194,"We set the batch size to 64 , the initial learning rate to 3e - 4 and l 2 regularizer strength to 3 e - 5 , and train each model for 25 epochs .",Experiments,The second layer is a sof tmax layer .,question-answering,7,"['O', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'I', 'I', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'O']",,,71,0.5071428571428571,193,0.7018181818181818,8,0.6153846153846154,1,1,tasks
195,The write / read neural nets and the last linear layer were regularized by 50 % dropouts .,Experiments,The second layer is a sof tmax layer .,question-answering,7,,,,72,0.5142857142857142,194,0.7054545454545454,9,0.6923076923076923,1,0,
196,compares the result of our model with the state - of - the - art methods on the two subtasks .,Experiments,The second layer is a sof tmax layer .,question-answering,7,,,,73,0.5214285714285715,195,0.7090909090909091,10,0.7692307692307693,1,0,
197,Most best performing methods exploited the parse tree provided in the treebank on this task with the exception of the DMN .,Experiments,The second layer is a sof tmax layer .,question-answering,7,,,,74,0.5285714285714286,196,0.7127272727272728,11,0.8461538461538461,1,0,
198,The Dynamic Memory Network ( DMN ) model is a memory - augmented network .,Experiments,The second layer is a sof tmax layer .,question-answering,7,,,,75,0.5357142857142857,197,0.7163636363636363,12,0.9230769230769231,1,0,
199,Our model outperformed the DMN and set the state - of - the - art results on both subtasks .,Experiments,The second layer is a sof tmax layer .,question-answering,7,"['B', 'I', 'B', 'O', 'B', 'O', 'B', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'B', 'B', 'I', 'O']","['B-n', 'I-n', 'B-p', 'O', 'B-n', 'O', 'B-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'B-p', 'B-n', 'I-n', 'O']","['B-b', 'I-b', 'B-p', 'O', 'B-ob', 'O', 'B-p', 'O', 'B-b', 'I-b', 'I-b', 'I-b', 'I-b', 'I-b', 'I-b', 'I-b', 'B-p', 'B-ob', 'I-ob', 'O']",76,0.5428571428571428,198,0.72,13,1.0,1,1,tasks
200,Document Sentiment Analysis,Experiments,The second layer is a sof tmax layer .,question-answering,7,"['B', 'I', 'I']","['B-p', 'I-p', 'I-p']","['B-p', 'I-p', 'I-p']",77,0.55,199,0.7236363636363636,0,0.0,1,1,tasks
201,"We evaluated our models for document - level sentiment analysis on two publically available largescale datasets : the IMDB consisting of 335,018 movie reviews and 10 different classes and Yelp 13 consisting of 348,415 restaurant reviews and 5 different classes .",Experiments,The second layer is a sof tmax layer .,question-answering,7,,,,78,0.5571428571428572,200,0.7272727272727273,1,0.05,1,0,
202,Each document in the datasets is associated with human ratings and we used these ratings as gold labels for sentiment classification .,Experiments,The second layer is a sof tmax layer .,question-answering,7,,,,79,0.5642857142857143,201,0.730909090909091,2,0.1,1,0,
203,"Particularly , we used the pre-split datasets of .",Experiments,,question-answering,7,,,,80,0.5714285714285714,202,0.7345454545454545,3,0.15,1,0,
204,We stack a NSE or LSTM on the top of another NSE for document modeling .,Experiments,"Particularly , we used the pre-split datasets of .",question-answering,7,"['O', 'B', 'O', 'B', 'I', 'I', 'B', 'I', 'I', 'I', 'B', 'I', 'B', 'B', 'I', 'O']","['O', 'B-p', 'O', 'B-n', 'I-n', 'I-n', 'B-p', 'I-p', 'I-p', 'I-p', 'B-n', 'I-n', 'B-p', 'B-n', 'I-n', 'O']","['O', 'B-p', 'O', 'B-b', 'I-b', 'I-b', 'B-p', 'I-p', 'I-p', 'I-p', 'B-b', 'I-b', 'B-p', 'B-ob', 'I-ob', 'O']",81,0.5785714285714286,203,0.7381818181818182,4,0.2,1,1,tasks
205,The first NSE encodes the sentences and the second NSE or LSTM takes sentence encoded outputs and constructs document representations .,Experiments,"Particularly , we used the pre-split datasets of .",question-answering,7,,,,82,0.5857142857142857,204,0.7418181818181818,5,0.25,1,0,
206,The document representation is given to a output sof tmax layer .,Experiments,"Particularly , we used the pre-split datasets of .",question-answering,7,,,,83,0.5928571428571429,205,0.7454545454545455,6,0.3,1,0,
207,The whole network is trained jointly by backpropagating the cross entropy loss .,Experiments,"Particularly , we used the pre-split datasets of .",question-answering,7,"['B', 'I', 'I', 'O', 'B', 'I', 'I', 'I', 'O', 'B', 'I', 'I', 'O']","['B-n', 'I-n', 'I-n', 'O', 'B-p', 'I-p', 'I-p', 'I-p', 'O', 'B-n', 'I-n', 'I-n', 'O']","['B-b', 'I-b', 'I-b', 'O', 'B-p', 'I-p', 'I-p', 'I-p', 'O', 'B-ob', 'I-ob', 'I-ob', 'O']",84,0.6,206,0.7490909090909091,7,0.35,1,1,tasks
208,We used one - layer LSTM with 100 hidden units for the read / write modules and the pre-trained 100 - D Glove 6B vectors for this task .,Experiments,"Particularly , we used the pre-split datasets of .",question-answering,7,"['O', 'B', 'B', 'I', 'I', 'I', 'B', 'B', 'I', 'I', 'B', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O']","['O', 'B-p', 'B-n', 'I-n', 'I-n', 'I-n', 'B-p', 'B-n', 'I-n', 'I-n', 'B-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'O', 'O']","['O', 'B-p', 'B-b', 'I-b', 'I-b', 'I-b', 'B-p', 'B-b', 'I-b', 'I-b', 'B-p', 'O', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'O', 'O', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'O', 'O', 'O', 'O']",85,0.6071428571428571,207,0.7527272727272727,8,0.4,1,1,tasks
209,"We set the batch size to 32 , the initial learning rate to 3e - 4 and l 2 regularizer strength to 1 e - 5 , and trained each model for 50 epochs .",Experiments,"Particularly , we used the pre-split datasets of .",question-answering,7,"['O', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'I', 'I', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'O']",,,86,0.6142857142857143,208,0.7563636363636363,9,0.45,1,1,tasks
210,The write / read neural nets and the document - level NSE / LSTM were regularized by 15 % dropouts and the softmax layer by 20 % dropouts .,Experiments,"Particularly , we used the pre-split datasets of .",question-answering,7,,,,87,0.6214285714285714,209,0.76,10,0.5,1,0,
211,"In order to speedup the training , we created document buckets by considering the number of sentences per document , i.e. , documents with the same number of sentences were put together in the same bucket .",Experiments,"Particularly , we used the pre-split datasets of .",question-answering,7,,,,88,0.6285714285714286,210,0.7636363636363637,11,0.55,1,0,
